sortBy,ref,title,author,lastRunTime,totalVotes,url
dateRun,sml0820/nvarc-stage1-gate-eval-v2-four-arm,nvarc stage1 gate eval v2 four arm,sml0820,2026-09-01T11:16:45.990Z,,https://www.kaggle.com/code/sml0820/nvarc-stage1-gate-eval-v2-four-arm
dateRun,anglolodorf/arc-2026-hybrid-solver-our-solver-nvarc-qwen,ARC 2026 Hybrid Solver (Our Solver + NVARC Qwen),ANGOUAH,2026-09-01T07:16:52.150Z,1,https://www.kaggle.com/code/anglolodorf/arc-2026-hybrid-solver-our-solver-nvarc-qwen
dateRun,balamuruganaiml/arc-version-2,ARC-Version 2,Bala Murugan AIML,2026-09-01T04:27:06.787Z,1,https://www.kaggle.com/code/balamuruganaiml/arc-version-2
dateRun,yusuketogashi/arc-baseline-rebuild,ARC Baseline Rebuild,Yusuke Togashi,2026-09-01T01:58:34.177Z,65,https://www.kaggle.com/code/yusuketogashi/arc-baseline-rebuild
dateRun,alexbilltai/notebook2b6080e881,notebook2b6080e881,alex bill tai,2026-09-01T00:41:09.113Z,1,https://www.kaggle.com/code/alexbilltai/notebook2b6080e881
dateRun,tharunkumar369/arc-prize-2026-arc-agi-2-ultra-reasoner,ARC Prize 2026 ARC AGI 2 Ultra Reasoner,K.THARUN KUMAR,2026-09-01T00:40:15.817Z,,https://www.kaggle.com/code/tharunkumar369/arc-prize-2026-arc-agi-2-ultra-reasoner
dateRun,teisnestech/notebook128c76283c,notebook128c76283c,Teisnes Tech,2026-08-31T22:09:46.107Z,2,https://www.kaggle.com/code/teisnestech/notebook128c76283c
dateRun,sophie555/arc26-exp031-c3264,arc26-exp031-c3264,Sophie555,2026-08-31T14:01:50.187Z,1,https://www.kaggle.com/code/sophie555/arc26-exp031-c3264
dateRun,sunseekerrx/savr-arc-v2-binding-preserving-reasoning,SAVR ARC v2 Binding Preserving Reasoning,SunSeeker染汐,2026-08-30T09:43:07.340Z,,https://www.kaggle.com/code/sunseekerrx/savr-arc-v2-binding-preserving-reasoning
dateRun,yjsh2003/arc2026-qwen3-4b-ttt-4xl4-1,ARC2026_Qwen3_4B_TTT_4xL4 (1),JiashengYun,2026-08-30T07:41:04.413Z,,https://www.kaggle.com/code/yjsh2003/arc2026-qwen3-4b-ttt-4xl4-1
dateRun,mdmahfujulkarim/arcagi2-dsl-baseline-v2,Arcagi2 Dsl Baseline V2,Md.Mahfujul Karim,2026-08-29T04:51:52.783Z,,https://www.kaggle.com/code/mdmahfujulkarim/arcagi2-dsl-baseline-v2
