sortBy,ref,title,author,lastRunTime,totalVotes,url
dateRun,sushanthtiruvaipati/arc-agi2-transform-search-baseline,arc-agi2-transform-search-baseline,Sushanth Tiruvaipati,2026-07-22T00:37:30.723Z,,https://www.kaggle.com/code/sushanthtiruvaipati/arc-agi2-transform-search-baseline
dateRun,teisnestech/notebook128c76283c,notebook128c76283c,Teisnes Tech,2026-07-21T23:27:45.210Z,2,https://www.kaggle.com/code/teisnestech/notebook128c76283c
dateRun,afp2025/helixarc-arc2-submission,helixarc-arc2-submission,Brian Alvarez,2026-07-21T20:19:32.270Z,,https://www.kaggle.com/code/afp2025/helixarc-arc2-submission
dateRun,balamuruganaiml/arc-version-2,ARC-Version 2,Bala Murugan AIML,2026-07-21T14:00:39.680Z,,https://www.kaggle.com/code/balamuruganaiml/arc-version-2
dateRun,ricardoperezmota/algoritmo-inteligente-para-modelo-de-agi,Algoritmo Inteligente para Modelo de AGI,RICARDO PEREZ MOTA,2026-07-21T03:15:47.930Z,,https://www.kaggle.com/code/ricardoperezmota/algoritmo-inteligente-para-modelo-de-agi
dateRun,jcchavez/arc-agi2-kg-quantile-symbolic-v1-44b9d8,ARC AGI2 KG Quantile Symbolic V1 44b9d8,Jonathan Calderon Chavez,2026-07-20T19:27:01.513Z,2,https://www.kaggle.com/code/jcchavez/arc-agi2-kg-quantile-symbolic-v1-44b9d8
dateRun,jcchavez/notebook56c79d4b79,notebook56c79d4b79,Jonathan Calderon Chavez,2026-07-20T19:10:47.273Z,2,https://www.kaggle.com/code/jcchavez/notebook56c79d4b79
dateRun,taopy2/ag2-011-topkg-symbolic,ag2-011-topkg-symbolic,taopy2,2026-07-20T18:20:01.223Z,5,https://www.kaggle.com/code/taopy2/ag2-011-topkg-symbolic
dateRun,andreasholberg/arc-agi-3,ARC-AGI-3,Andreas Holberg,2026-07-19T07:03:07.907Z,1,https://www.kaggle.com/code/andreasholberg/arc-agi-3
dateRun,mikelou1/arc-agi2-kg-quantile-symbolic-v1,ARC AGI2 KG Quantile Symbolic V1,mikelou1,2026-07-19T06:16:03.043Z,6,https://www.kaggle.com/code/mikelou1/arc-agi2-kg-quantile-symbolic-v1
dateRun,taopy2/ag2010-aegis-sorokin-0525,ag2010-aegis-sorokin-0525,taopy2,2026-07-19T05:25:31.077Z,2,https://www.kaggle.com/code/taopy2/ag2010-aegis-sorokin-0525
dateRun,pranshubahadur/xcaliber-aa2-int4-killah-bee-swarm,xCaliber AA2: INT4 Killah Bee Swarm,Pranshu Bahadur,2026-07-17T21:43:35.207Z,3,https://www.kaggle.com/code/pranshubahadur/xcaliber-aa2-int4-killah-bee-swarm
dateRun,hamzamehyeddeen/arc-agi-2-professional-hybrid-solver-v2,ARC-AGI-2 Professional Hybrid Solver v2,Hamza Mehyeddeen,2026-07-17T10:42:52.547Z,1,https://www.kaggle.com/code/hamzamehyeddeen/arc-agi-2-professional-hybrid-solver-v2
