sortBy,ref,title,author,lastRunTime,totalVotes,url
dateRun,azharali59/selle-sandals-image-dataset-data-augmentation-note,selle-sandals-image-dataset-data_augmentation_note,Azhar Ali,2026-06-30T16:30:05.003Z,,https://www.kaggle.com/code/azharali59/selle-sandals-image-dataset-data-augmentation-note
dateRun,andreasholberg/arc-pie-ac71d7,ARC_PIE ac71d7,Andreas Holberg,2026-06-30T16:26:43.300Z,2,https://www.kaggle.com/code/andreasholberg/arc-pie-ac71d7
dateRun,suncrest/arc-agi-gpu-enabled,ARC AGI GPU Enabled,Suncrest,2026-06-30T15:17:49.120Z,,https://www.kaggle.com/code/suncrest/arc-agi-gpu-enabled
dateRun,suncrest/arc-agi-single-gpu-v2,ARC AGI Single GPU V2,Suncrest,2026-06-30T15:13:35.777Z,,https://www.kaggle.com/code/suncrest/arc-agi-single-gpu-v2
dateRun,suncrest/arc-agi-single-gpu-test,ARC-AGI Single GPU Test,Suncrest,2026-06-30T15:11:36.450Z,,https://www.kaggle.com/code/suncrest/arc-agi-single-gpu-test
dateRun,stellaris003/arc-agi-2-2026,arc-agi-2-2026,stellaris003,2026-06-30T13:17:02.407Z,,https://www.kaggle.com/code/stellaris003/arc-agi-2-2026
dateRun,busyaprime/arc-agi-2-program-synthesis-starter,ARC-AGI-2 Program Synthesis Starter,Busya PRIME,2026-06-30T11:30:13.610Z,1,https://www.kaggle.com/code/busyaprime/arc-agi-2-program-synthesis-starter
dateRun,busyaprime/arc-agi-2-a-visual-deep-dive,ARC-AGI-2: A Visual Deep-Dive,Busya PRIME,2026-06-30T10:13:40.533Z,3,https://www.kaggle.com/code/busyaprime/arc-agi-2-a-visual-deep-dive
dateRun,aevionlabs/aevion-arc-agi2-qwen-trm-v3,Aevion ARC AGI2 Qwen+TRM v3,Aevion-Labs,2026-06-29T18:04:27.817Z,1,https://www.kaggle.com/code/aevionlabs/aevion-arc-agi2-qwen-trm-v3
dateRun,andreshzapke/starter-notebook-qwen-lora-stop-loss,Starter Notebook: Qwen+LoRa. Stop Loss,Andres H. Zapke,2026-06-29T14:14:01.887Z,16,https://www.kaggle.com/code/andreshzapke/starter-notebook-qwen-lora-stop-loss
dateRun,boristown/agi-arc-route-3-direct-large-model-no-lora,【暗黑AGI】ARC Route 3 Direct Large-Model No-LoRA,暗黑AGI,2026-06-29T12:23:25.820Z,8,https://www.kaggle.com/code/boristown/agi-arc-route-3-direct-large-model-no-lora
dateRun,romantamrazov/arc-agi2-8b-v2-qlora-rs128,ARC AGI2 8B v2 QLoRA rs128,Roman Tamrazov,2026-06-29T07:35:15.503Z,1,https://www.kaggle.com/code/romantamrazov/arc-agi2-8b-v2-qlora-rs128
dateRun,waquarahmed1/nvarc-agi,NVARC AGI ,WAQUAR AHMED,2026-06-29T05:39:23.767Z,2,https://www.kaggle.com/code/waquarahmed1/nvarc-agi
dateRun,thtennant/arc-agi2-3389-ttt,arc-agi2-3389-ttt,THTennant,2026-06-28T13:45:00.683Z,2,https://www.kaggle.com/code/thtennant/arc-agi2-3389-ttt
dateRun,boristown/agi-arc-route-2-qwen3-5-4b-lora-compat,【暗黑AGI】ARC Route 2 Qwen3.5-4B LoRA Compat,暗黑AGI,2026-06-26T18:16:50.513Z,14,https://www.kaggle.com/code/boristown/agi-arc-route-2-qwen3-5-4b-lora-compat
dateRun,boristown/agi-arc-route-1-baseline-decoder-portfolio,【暗黑AGI】ARC Route 1 Baseline Decoder Portfolio,暗黑AGI,2026-06-26T18:15:49.677Z,5,https://www.kaggle.com/code/boristown/agi-arc-route-1-baseline-decoder-portfolio
dateRun,abdulrahmangamil/submission-json,submission.json,ABDULRAHMAN GAMIL ABDULLAH AHMED,2026-06-26T17:32:19.293Z,,https://www.kaggle.com/code/abdulrahmangamil/submission-json
dateRun,stellaris003/arc-prize-2026-arc-agi-2,ARC Prize 2026 - ARC-AGI-2,stellaris003,2026-06-26T11:29:47.457Z,,https://www.kaggle.com/code/stellaris003/arc-prize-2026-arc-agi-2
dateRun,boristown/agi-arc-agi-2-2026,【暗黑AGI】ARC-AGI-2-2026,暗黑AGI,2026-06-26T01:00:30.953Z,9,https://www.kaggle.com/code/boristown/agi-arc-agi-2-2026
dateRun,manderson240/arc-agi-2-baseline-20260625-1536,arc-agi-2-baseline-20260625-1536,Mike Anderson,2026-06-25T15:36:49.080Z,1,https://www.kaggle.com/code/manderson240/arc-agi-2-baseline-20260625-1536
dateRun,manderson240/arc-agi-2-baseline-20260625-1532,arc-agi-2-baseline-20260625-1532,Mike Anderson,2026-06-25T15:32:39.053Z,,https://www.kaggle.com/code/manderson240/arc-agi-2-baseline-20260625-1532
dateRun,manderson240/arc-agi-2-baseline-20260624-1455,ARC-AGI-2 Baseline 20260624-1455,Mike Anderson,2026-06-24T14:55:44.113Z,2,https://www.kaggle.com/code/manderson240/arc-agi-2-baseline-20260624-1455
dateRun,quanganh27th/failed-in-aimo,Failed in AIMO,Quang Anh Đặng,2026-06-24T07:13:35.910Z,,https://www.kaggle.com/code/quanganh27th/failed-in-aimo
dateRun,clawdyhuang/hermesarc-v12,hermesarc-v12,Clawdy Huang (Andy's AI),2026-06-24T05:23:35.280Z,,https://www.kaggle.com/code/clawdyhuang/hermesarc-v12
dateRun,anasriaz/arc-2026,ARC 2026,Anas Riaz,2026-06-22T19:50:02.977Z,2,https://www.kaggle.com/code/anasriaz/arc-2026
dateRun,kokinnwakashuu/arc-agi-2-transparent-symbolic-search-guide,ARC-AGI-2 Transparent Symbolic Search Guide,kokinnwakashuu,2026-06-22T13:51:52.403Z,6,https://www.kaggle.com/code/kokinnwakashuu/arc-agi-2-transparent-symbolic-search-guide
dateRun,lucifer19/arc-hydra-solver,ARC Hydra Solver 🧩🏆,Krizsó Gergely,2026-06-22T05:46:32.370Z,,https://www.kaggle.com/code/lucifer19/arc-hydra-solver
dateRun,asterdan712/arc-agi-2-program-search-baseline-fork-extend,ARC-AGI-2: Program-Search Baseline (fork & extend),ABHIJOY SARKAR,2026-06-22T04:59:26.273Z,4,https://www.kaggle.com/code/asterdan712/arc-agi-2-program-search-baseline-fork-extend
dateRun,afp2025/helixarc-arc2-submission,helixarc-arc2-submission,Brian Alvarez,2026-06-22T04:10:19.173Z,,https://www.kaggle.com/code/afp2025/helixarc-arc2-submission
dateRun,kokinnwakashuu/arc-agi-2-symbolic-search-public-guide,arc-agi-2-symbolic-search-public-guide,kokinnwakashuu,2026-06-21T02:52:06.217Z,5,https://www.kaggle.com/code/kokinnwakashuu/arc-agi-2-symbolic-search-public-guide
dateRun,iamjasonfeng/regressive-plasticity-schedule,Regressive Plasticity Schedule,Jason Feng,2026-06-20T13:43:50.427Z,,https://www.kaggle.com/code/iamjasonfeng/regressive-plasticity-schedule
dateRun,aevionlabs/aevion-arc-agi2-qwen-baseline-v2,Aevion ARC AGI2 Qwen Baseline v2,Aevion-Labs,2026-06-19T04:43:25.140Z,5,https://www.kaggle.com/code/aevionlabs/aevion-arc-agi2-qwen-baseline-v2
dateRun,koushikrudra/arc-agi2-original-kg,ARC AGI2 Original KG,Koushik Rudra,2026-06-18T14:47:16.273Z,52,https://www.kaggle.com/code/koushikrudra/arc-agi2-original-kg
dateRun,juanpp11/arcitects,ARCitects,JUAN PABLO BLANDON URREGO,2026-06-18T03:04:36.167Z,,https://www.kaggle.com/code/juanpp11/arcitects
dateRun,koushikrudra/arc-agi2-golden-dsl-v1,ARC AGI2 Golden DSL v1,Koushik Rudra,2026-06-17T15:59:31.267Z,11,https://www.kaggle.com/code/koushikrudra/arc-agi2-golden-dsl-v1
dateRun,atommccree/property-bound-rule-contracts-arc-agi-2,Property-Bound Rule Contracts ARC AGI 2,Atom McCree,2026-06-17T06:03:42.763Z,2,https://www.kaggle.com/code/atommccree/property-bound-rule-contracts-arc-agi-2
dateRun,stupidxie/arc2026-hermesarc-v11-sanitized,ARC2026 HermesARC v11 sanitized,StupidXie,2026-06-16T17:24:42.750Z,,https://www.kaggle.com/code/stupidxie/arc2026-hermesarc-v11-sanitized
dateRun,koushikrudra/arc-agi2-33-89-plus-v1,ARC AGI2 33 89 Plus v1,Koushik Rudra,2026-06-16T17:20:29.867Z,7,https://www.kaggle.com/code/koushikrudra/arc-agi2-33-89-plus-v1
dateRun,stupidxie/arc2026-foysal-2026d-run,arc2026-foysal-2026d-run,StupidXie,2026-06-16T11:37:08.420Z,,https://www.kaggle.com/code/stupidxie/arc2026-foysal-2026d-run
dateRun,stupidxie/arc2026-failed-in-aimo-run,arc2026-failed-in-aimo-run,StupidXie,2026-06-16T11:26:32.123Z,,https://www.kaggle.com/code/stupidxie/arc2026-failed-in-aimo-run
dateRun,jguevarag/arcitets-v1,ARCitets V1,JEFERSON GUEVARA GARCIA,2026-06-15T23:28:24.957Z,,https://www.kaggle.com/code/jguevarag/arcitets-v1
dateRun,pascalledesma/arc2a2dbg1,arc2a2dbg1,Pascal,2026-06-15T20:23:15.770Z,,https://www.kaggle.com/code/pascalledesma/arc2a2dbg1
dateRun,markbistreanchirodea/arc-dia,Arc dia,Mark Bistrean-Chirodea,2026-06-14T15:40:08.757Z,1,https://www.kaggle.com/code/markbistreanchirodea/arc-dia
dateRun,evanpieser/arc-prize-2026-arc-agi-2-transcendplexity,ARC Prize 2026 - ARC-AGI-2 TranscendPlexity,Evan Pieser,2026-06-14T03:29:19.657Z,1,https://www.kaggle.com/code/evanpieser/arc-prize-2026-arc-agi-2-transcendplexity
dateRun,asterdan712/arc-agi-2-a-field-guide-for-2026,ARC-AGI-2: A Field Guide for 2026,ABHIJOY SARKAR,2026-06-13T15:25:57.363Z,,https://www.kaggle.com/code/asterdan712/arc-agi-2-a-field-guide-for-2026
dateRun,nagydezso/hrm-text-nvarc-arc-agi-2,HRM-Text NVARC ARC-AGI-2,NagyDezso,2026-06-13T00:04:21.230Z,,https://www.kaggle.com/code/nagydezso/hrm-text-nvarc-arc-agi-2
dateRun,caoyupeng/aimo3-v1,AIMO3-v1,SpeedSci,2026-06-12T11:48:53.263Z,17,https://www.kaggle.com/code/caoyupeng/aimo3-v1
dateRun,clawdyhuang/hermesarc-v11,HermesARC v11,Clawdy Huang (Andy's AI),2026-06-12T01:31:50.757Z,,https://www.kaggle.com/code/clawdyhuang/hermesarc-v11
dateRun,nabidnur/chromosome-aware-ld-graph-dna-model,"( Chromosome-Aware LD Graph),( DNA-model)",Nabid Nur,2026-06-08T17:57:21.143Z,1,https://www.kaggle.com/code/nabidnur/chromosome-aware-ld-graph-dna-model
dateRun,christianrubin/alethia-x2,Alethia.X2,Christian Rubin,2026-06-08T06:38:52.793Z,,https://www.kaggle.com/code/christianrubin/alethia-x2
dateCreated,suncrest/arc-agi-gpu-enabled,ARC AGI GPU Enabled,Suncrest,2026-06-30T15:17:49.120Z,,https://www.kaggle.com/code/suncrest/arc-agi-gpu-enabled
dateCreated,suncrest/arc-agi-single-gpu-v2,ARC AGI Single GPU V2,Suncrest,2026-06-30T15:13:35.777Z,,https://www.kaggle.com/code/suncrest/arc-agi-single-gpu-v2
dateCreated,suncrest/arc-agi-single-gpu-test,ARC-AGI Single GPU Test,Suncrest,2026-06-30T15:11:36.450Z,,https://www.kaggle.com/code/suncrest/arc-agi-single-gpu-test
dateCreated,busyaprime/arc-agi-2-program-synthesis-starter,ARC-AGI-2 Program Synthesis Starter,Busya PRIME,2026-06-30T11:30:13.610Z,1,https://www.kaggle.com/code/busyaprime/arc-agi-2-program-synthesis-starter
dateCreated,busyaprime/arc-agi-2-a-visual-deep-dive,ARC-AGI-2: A Visual Deep-Dive,Busya PRIME,2026-06-30T10:13:40.533Z,3,https://www.kaggle.com/code/busyaprime/arc-agi-2-a-visual-deep-dive
dateCreated,andreasholberg/arc-pie-ac71d7,ARC_PIE ac71d7,Andreas Holberg,2026-06-30T16:26:43.300Z,2,https://www.kaggle.com/code/andreasholberg/arc-pie-ac71d7
dateCreated,aevionlabs/aevion-arc-agi2-qwen-trm-v3,Aevion ARC AGI2 Qwen+TRM v3,Aevion-Labs,2026-06-29T18:04:27.817Z,1,https://www.kaggle.com/code/aevionlabs/aevion-arc-agi2-qwen-trm-v3
dateCreated,romantamrazov/arc-agi2-8b-v2-qlora-rs128,ARC AGI2 8B v2 QLoRA rs128,Roman Tamrazov,2026-06-29T07:35:15.503Z,1,https://www.kaggle.com/code/romantamrazov/arc-agi2-8b-v2-qlora-rs128
dateCreated,thtennant/arc-agi2-3389-ttt,arc-agi2-3389-ttt,THTennant,2026-06-28T13:45:00.683Z,2,https://www.kaggle.com/code/thtennant/arc-agi2-3389-ttt
dateCreated,abdulrahmangamil/submission-json,submission.json,ABDULRAHMAN GAMIL ABDULLAH AHMED,2026-06-26T17:32:19.293Z,,https://www.kaggle.com/code/abdulrahmangamil/submission-json
dateCreated,stellaris003/arc-agi-2-2026,arc-agi-2-2026,stellaris003,2026-06-30T13:17:02.407Z,,https://www.kaggle.com/code/stellaris003/arc-agi-2-2026
dateCreated,stellaris003/arc-prize-2026-arc-agi-2,ARC Prize 2026 - ARC-AGI-2,stellaris003,2026-06-26T11:29:47.457Z,,https://www.kaggle.com/code/stellaris003/arc-prize-2026-arc-agi-2
dateCreated,azharali59/selle-sandals-image-dataset-data-augmentation-note,selle-sandals-image-dataset-data_augmentation_note,Azhar Ali,2026-06-30T16:30:05.003Z,,https://www.kaggle.com/code/azharali59/selle-sandals-image-dataset-data-augmentation-note
dateCreated,boristown/agi-arc-route-1-baseline-decoder-portfolio,【暗黑AGI】ARC Route 1 Baseline Decoder Portfolio,暗黑AGI,2026-06-26T18:15:49.677Z,5,https://www.kaggle.com/code/boristown/agi-arc-route-1-baseline-decoder-portfolio
dateCreated,boristown/agi-arc-route-3-direct-large-model-no-lora,【暗黑AGI】ARC Route 3 Direct Large-Model No-LoRA,暗黑AGI,2026-06-29T12:23:25.820Z,8,https://www.kaggle.com/code/boristown/agi-arc-route-3-direct-large-model-no-lora
