sortBy,ref,title,author,lastRunTime,totalVotes,url
dateRun,nekkon/arc-agi-2-the-free-tail-is-empty,ARC-AGI-2: the free tail is empty,Luka Duvanov,2026-08-08T00:44:34.123Z,1,https://www.kaggle.com/code/nekkon/arc-agi-2-the-free-tail-is-empty
dateRun,yusuketogashi/arc-baseline-rebuild,ARC Baseline Rebuild,Yusuke Togashi,2026-08-07T23:02:11.513Z,4,https://www.kaggle.com/code/yusuketogashi/arc-baseline-rebuild
dateRun,teisnestech/notebook128c76283c,notebook128c76283c,Teisnes Tech,2026-08-07T22:51:15.737Z,2,https://www.kaggle.com/code/teisnestech/notebook128c76283c
dateRun,lucifer19/arc-agi-2-compact-top-1-baseline,🧠🐈‍⬛ ARC-AGI-2 — Compact Top-1% Baseline,Krizsó Gergely,2026-08-07T08:10:33.813Z,1,https://www.kaggle.com/code/lucifer19/arc-agi-2-compact-top-1-baseline
dateRun,dominic789654/nvarc-l4-bf16-v1,NVARC L4 bf16 v1,Dominic,2026-08-07T06:17:58.770Z,,https://www.kaggle.com/code/dominic789654/nvarc-l4-bf16-v1
dateRun,dynamo14324/arc-agi-2-symbolic-baseline,ARC-AGI-2 Symbolic Baseline,Yogesh Jadhav,2026-08-07T05:50:41.363Z,2,https://www.kaggle.com/code/dynamo14324/arc-agi-2-symbolic-baseline
dateRun,aevionlabs/arc-agi-2-scraped-patterns,ARC-AGI-2 Scraped Patterns,Aevion-Labs,2026-08-07T04:53:52.543Z,1,https://www.kaggle.com/code/aevionlabs/arc-agi-2-scraped-patterns
dateRun,aevionlabs/arc-agi-2-hybrid-solver,ARC-AGI-2 Hybrid Solver,Aevion-Labs,2026-08-07T02:58:56.433Z,,https://www.kaggle.com/code/aevionlabs/arc-agi-2-hybrid-solver
dateRun,aevionlabs/arc-agi-2-icecuber-based-solver-v2,ARC-AGI-2 Icecuber-based Solver v2,Aevion-Labs,2026-08-07T02:55:42.603Z,,https://www.kaggle.com/code/aevionlabs/arc-agi-2-icecuber-based-solver-v2
dateRun,aevionlabs/arc-agi-2-v6-solver,ARC-AGI-2 v6 Solver,Aevion-Labs,2026-08-07T02:46:37.530Z,,https://www.kaggle.com/code/aevionlabs/arc-agi-2-v6-solver
dateRun,aevionlabs/arc-agi-2-v5-solver,ARC-AGI-2 v5 Solver,Aevion-Labs,2026-08-07T02:43:50.743Z,,https://www.kaggle.com/code/aevionlabs/arc-agi-2-v5-solver
dateRun,aevionlabs/arc-agi-2-v4-solver,ARC-AGI-2 v4 Solver,Aevion-Labs,2026-08-07T02:41:41.027Z,,https://www.kaggle.com/code/aevionlabs/arc-agi-2-v4-solver
dateRun,sushanthtiruvaipati/arc-agi-rule-based-v4,arc-agi-rule-based-v4,Sushanth Tiruvaipati,2026-08-06T19:52:07.497Z,,https://www.kaggle.com/code/sushanthtiruvaipati/arc-agi-rule-based-v4
dateRun,sushanthtiruvaipati/arc-agi-comprehensive-rule-based-solver-v5,ARC-AGI Comprehensive Rule-Based Solver v5,Sushanth Tiruvaipati,2026-08-06T18:11:31.520Z,,https://www.kaggle.com/code/sushanthtiruvaipati/arc-agi-comprehensive-rule-based-solver-v5
dateRun,aevionlabs/arc-agi-2-baseline,ARC-AGI-2 Baseline,Aevion-Labs,2026-08-06T16:33:29.623Z,,https://www.kaggle.com/code/aevionlabs/arc-agi-2-baseline
dateRun,nekkon/the-test-file-is-a-decoy-and-eval-is-harder,The test file is a decoy and eval is harder,Luka Duvanov,2026-08-06T11:14:07.887Z,1,https://www.kaggle.com/code/nekkon/the-test-file-is-a-decoy-and-eval-is-harder
dateRun,salvapiol/fork-of-arc-2026,Fork of ARC 2026 ,Salvapiol,2026-08-06T10:26:21.170Z,1,https://www.kaggle.com/code/salvapiol/fork-of-arc-2026
dateRun,dynamo14324/arc-prize-2026-reasoning-baseline-eda,🧩 ARC Prize 2026: Reasoning Baseline & EDA,Yogesh Jadhav,2026-08-06T06:50:10.423Z,1,https://www.kaggle.com/code/dynamo14324/arc-prize-2026-reasoning-baseline-eda
