sortBy,ref,title,author,lastRunTime,totalVotes,url
dateRun,pzcuong/airace2026-task3,[AIRace2026]Task3,Cường Phạm Quốc,2026-07-14T06:23:37.627Z,,https://www.kaggle.com/code/pzcuong/airace2026-task3
dateRun,teisnestech/notebook128c76283c,notebook128c76283c,Teisnes Tech,2026-07-13T23:38:44.063Z,1,https://www.kaggle.com/code/teisnestech/notebook128c76283c
dateRun,balamuruganaiml/arc-version-2,ARC-Version 2,Bala Murugan AIML,2026-07-13T15:17:21.277Z,,https://www.kaggle.com/code/balamuruganaiml/arc-version-2
dateRun,hamzamehyeddeen/arc-agi-2-professional-hybrid-solver-v2,ARC-AGI-2 Professional Hybrid Solver v2,Hamza Mehyeddeen,2026-07-13T12:16:07.300Z,,https://www.kaggle.com/code/hamzamehyeddeen/arc-agi-2-professional-hybrid-solver-v2
dateRun,souravrajakxcd/test-notebook,test_notebook,XCD,2026-07-13T07:06:27.783Z,1,https://www.kaggle.com/code/souravrajakxcd/test-notebook
dateRun,lucifer19/blackcat-stable-anchor-nvarc-guard,🐈‍⬛🛡️ BlackCat Stable Anchor — NVARC Guard,Krizsó Gergely,2026-07-12T17:53:48.340Z,27,https://www.kaggle.com/code/lucifer19/blackcat-stable-anchor-nvarc-guard
dateRun,konstantinboyko/unsloth-2026-7-2-torch-2-10-0-cu128-patched,unsloth-2026.7.2-torch-2.10.0+cu128-patched,AI-Cat,2026-07-12T12:12:01.900Z,3,https://www.kaggle.com/code/konstantinboyko/unsloth-2026-7-2-torch-2-10-0-cu128-patched
dateRun,thedivineaurora/nvarc-baseline-v1,NVARC Baseline v1,TheDivine Aurora,2026-07-11T21:09:11.033Z,,https://www.kaggle.com/code/thedivineaurora/nvarc-baseline-v1
dateRun,commencethescourge/arc-agi-2-baseline-submission,ARC AGI 2 Baseline Submission,commencethescourge,2026-07-11T18:50:24.067Z,2,https://www.kaggle.com/code/commencethescourge/arc-agi-2-baseline-submission
dateRun,shams1/jsonfile,jsonfile,Shams Sultan,2026-07-11T13:35:20.940Z,1,https://www.kaggle.com/code/shams1/jsonfile
dateRun,ianwulalala/arc-prize-2026-two-rung-verified-transform-ladder,ARC Prize 2026: Two-Rung Verified Transform Ladder,ianwulalala,2026-07-11T12:26:41.610Z,1,https://www.kaggle.com/code/ianwulalala/arc-prize-2026-two-rung-verified-transform-ladder
dateRun,chiakazirim/learned-from-aimo,Learned from AIMO,Akagha Chimgozirim,2026-07-11T01:27:43.843Z,18,https://www.kaggle.com/code/chiakazirim/learned-from-aimo
dateRun,afp2025/helixarc-arc2-submission,helixarc-arc2-submission,Brian Alvarez,2026-07-10T15:33:17.697Z,,https://www.kaggle.com/code/afp2025/helixarc-arc2-submission
dateRun,nagydezso/hrm-text-nvarc-arc-agi-2,HRM-Text NVARC ARC-AGI-2,NagyDezso,2026-07-09T14:52:27.567Z,,https://www.kaggle.com/code/nagydezso/hrm-text-nvarc-arc-agi-2
dateRun,andreshzapke/starter-notebook-qwen-lora-stop-loss,Starter Notebook: Qwen+LoRa. Stop Loss,Andres H. Zapke,2026-07-09T09:08:23.960Z,16,https://www.kaggle.com/code/andreshzapke/starter-notebook-qwen-lora-stop-loss
dateRun,kevinrussell83/busyaprime-cpu-live-selector-p1,Busyaprime CPU Live Selector P1,Kevin Russell,2026-07-08T20:51:21.333Z,,https://www.kaggle.com/code/kevinrussell83/busyaprime-cpu-live-selector-p1
dateRun,konstantinboyko/unsloth-2026-7-2-torch-2-10-0-cu128,unsloth-2026.7.2-torch-2.10.0+cu128,AI-Cat,2026-07-08T17:53:59.853Z,3,https://www.kaggle.com/code/konstantinboyko/unsloth-2026-7-2-torch-2-10-0-cu128
dateRun,yjsh2003/t5-3b-2,T5_3B_2,JiashengYun,2026-07-08T05:52:06.300Z,1,https://www.kaggle.com/code/yjsh2003/t5-3b-2
dateRun,zeroday19/arc-nvarc-base,arc-nvarc-base,Abhi,2026-07-07T17:20:14.067Z,5,https://www.kaggle.com/code/zeroday19/arc-nvarc-base
dateRun,amanatar/arc-agi2-top-public-submission,arc-agi2-top-public-submission,Aman Atar,2026-07-07T12:54:19.767Z,5,https://www.kaggle.com/code/amanatar/arc-agi2-top-public-submission
dateRun,kevinrussell83/stitch-library-cpu-p1,Stitch library CPU P1,Kevin Russell,2026-07-07T01:43:10.420Z,3,https://www.kaggle.com/code/kevinrussell83/stitch-library-cpu-p1
dateRun,kevinrussell83/hermesarc-v12-cpu-p1,HermesARC v12 CPU P1,Kevin Russell,2026-07-07T01:38:34.387Z,1,https://www.kaggle.com/code/kevinrussell83/hermesarc-v12-cpu-p1
dateRun,kevinrussell83/mohit-conditional-program-synthesis-v4-cpu-p1,Mohit conditional program synthesis v4 CPU P1,Kevin Russell,2026-07-07T01:36:25.717Z,1,https://www.kaggle.com/code/kevinrussell83/mohit-conditional-program-synthesis-v4-cpu-p1
dateRun,kevinrussell83/busyaprime-program-synthesis-cpu-p1,Busyaprime program synthesis CPU P1,Kevin Russell,2026-07-07T01:35:07.443Z,,https://www.kaggle.com/code/kevinrussell83/busyaprime-program-synthesis-cpu-p1
dateRun,kevinrussell83/beacon-v12-cpu-p1,BEACON v12 CPU P1,Kevin Russell,2026-07-07T01:34:19.317Z,,https://www.kaggle.com/code/kevinrussell83/beacon-v12-cpu-p1
dateRun,kevinrussell83/chien-rule-first-cpu-p1,Chien rule-first CPU P1,Kevin Russell,2026-07-07T01:34:18.393Z,,https://www.kaggle.com/code/kevinrussell83/chien-rule-first-cpu-p1
dateRun,boristown/agi-arc-agi2-lb33-minimal-perfpatch,【暗黑AGI】arc_agi2_LB33_minimal_perfpatch,暗黑AGI,2026-07-06T09:17:51.880Z,17,https://www.kaggle.com/code/boristown/agi-arc-agi2-lb33-minimal-perfpatch
dateRun,teisnestech/notebookde474c096d,notebookde474c096d,Teisnes Tech,2026-07-05T21:14:51.120Z,1,https://www.kaggle.com/code/teisnestech/notebookde474c096d
dateRun,taopy2/ag2-007-nvarc-qwen3-4b,ag2-007-nvarc-qwen3-4b,taopy2,2026-07-04T04:39:41.203Z,5,https://www.kaggle.com/code/taopy2/ag2-007-nvarc-qwen3-4b
dateRun,editorjugnuai/arc-agi-2-zero-baseline-paper-track-the-zero-pe,ARC-AGI-2 Zero Baseline - Paper Track: The Zero Pe,Editor Jugnu AI,2026-07-03T03:12:26.943Z,,https://www.kaggle.com/code/editorjugnuai/arc-agi-2-zero-baseline-paper-track-the-zero-pe
dateRun,koushikrudra/arc-agi2-aegis-triad-v1,ARC AGI2 Aegis Triad v1,Koushik Rudra,2026-07-02T09:46:43.893Z,4,https://www.kaggle.com/code/koushikrudra/arc-agi2-aegis-triad-v1
dateRun,ravi123a321at/arc-agi-2,Arc Agi 2,Ravindra,2026-07-02T06:04:27.653Z,12,https://www.kaggle.com/code/ravi123a321at/arc-agi-2
dateRun,aurascoper/arc2-clean-submission,ARC2 Clean Submission,aurascoper,2026-07-01T04:28:03.723Z,1,https://www.kaggle.com/code/aurascoper/arc2-clean-submission
dateRun,farmountain/harness-test-arc-agi-2-sub01,Harness Test Arc Agi 2 Sub01,Liew Keong Han,2026-07-01T00:23:32.180Z,1,https://www.kaggle.com/code/farmountain/harness-test-arc-agi-2-sub01
dateRun,thtennant/arc-agi2-3389-ttt,arc-agi2-3389-ttt,Teddy Tennant,2026-06-30T23:17:48.363Z,8,https://www.kaggle.com/code/thtennant/arc-agi2-3389-ttt
dateRun,suncrest/arc-agi-gpu-enabled,ARC AGI GPU Enabled,Suncrest,2026-06-30T15:17:49.120Z,1,https://www.kaggle.com/code/suncrest/arc-agi-gpu-enabled
dateRun,suncrest/arc-agi-single-gpu-v2,ARC AGI Single GPU V2,Suncrest,2026-06-30T15:13:35.777Z,,https://www.kaggle.com/code/suncrest/arc-agi-single-gpu-v2
dateRun,suncrest/arc-agi-single-gpu-test,ARC-AGI Single GPU Test,Suncrest,2026-06-30T15:11:36.450Z,,https://www.kaggle.com/code/suncrest/arc-agi-single-gpu-test
dateRun,busyaprime/arc-agi-2-program-synthesis-starter,ARC-AGI-2 Program Synthesis Starter,Busya PRIME,2026-06-30T11:30:13.610Z,2,https://www.kaggle.com/code/busyaprime/arc-agi-2-program-synthesis-starter
dateRun,busyaprime/arc-agi-2-a-visual-deep-dive,ARC-AGI-2: A Visual Deep-Dive,Busya PRIME,2026-06-30T10:13:40.533Z,8,https://www.kaggle.com/code/busyaprime/arc-agi-2-a-visual-deep-dive
dateRun,noob786/text-to-flower-attngan,Text-to-flower-AttnGAN,Noob786,2026-06-30T02:44:13.590Z,4,https://www.kaggle.com/code/noob786/text-to-flower-attngan
dateRun,boristown/agi-arc-route-3-direct-large-model-no-lora,【暗黑AGI】ARC Route 3 Direct Large-Model No-LoRA,暗黑AGI,2026-06-29T12:23:25.820Z,10,https://www.kaggle.com/code/boristown/agi-arc-route-3-direct-large-model-no-lora
