sortBy,ref,title,author,lastRunTime,totalVotes,url
dateRun,afp2025/helixarc-arc2-submission,helixarc-arc2-submission,Brian Alvarez,2026-08-03T23:56:12.613Z,,https://www.kaggle.com/code/afp2025/helixarc-arc2-submission
dateRun,teisnestech/notebook128c76283c,notebook128c76283c,Teisnes Tech,2026-08-03T22:59:03.883Z,2,https://www.kaggle.com/code/teisnestech/notebook128c76283c
dateRun,mohit98765/arc-2026-tpr-trigram-primitive-relations-v34,ARC 2026 TPR Trigram Primitive Relations v34,Mohit,2026-08-03T22:17:50.353Z,,https://www.kaggle.com/code/mohit98765/arc-2026-tpr-trigram-primitive-relations-v34
dateRun,mohit98765/arc-2026-hoars-hierarchical-object-aware-v33,ARC 2026 HOARS Hierarchical Object Aware v33,Mohit,2026-08-03T22:06:22.780Z,,https://www.kaggle.com/code/mohit98765/arc-2026-hoars-hierarchical-object-aware-v33
dateRun,mohit98765/arc-2026-cpr-chained-primitive-relations-v32,ARC 2026 CPR Chained Primitive Relations v32,Mohit,2026-08-03T17:57:39.830Z,,https://www.kaggle.com/code/mohit98765/arc-2026-cpr-chained-primitive-relations-v32
dateRun,mohit98765/arc-2026-spr-sequential-primitive-relations-v31,ARC 2026 SPR Sequential Primitive Relations v31,Mohit,2026-08-03T17:57:33.363Z,,https://www.kaggle.com/code/mohit98765/arc-2026-spr-sequential-primitive-relations-v31
dateRun,balamuruganaiml/arc-version-2,ARC-Version 2,Bala Murugan AIML,2026-08-03T15:47:42.313Z,1,https://www.kaggle.com/code/balamuruganaiml/arc-version-2
dateRun,sigint/agi2-nvarc-symbolic-hybrid,agi2 nvarc symbolic hybrid,John Park,2026-08-03T11:29:27.217Z,2,https://www.kaggle.com/code/sigint/agi2-nvarc-symbolic-hybrid
dateRun,koushikrudra/failed-in-aimo,Failed in AIMO,Koushik Rudra,2026-08-03T07:27:34.347Z,342,https://www.kaggle.com/code/koushikrudra/failed-in-aimo
dateRun,alissaking/arc-2026-hybrid-nvarc-trm-safe-11h,ARC 2026 Hybrid NVARC TRM Safe 11h,Alissa King,2026-08-02T19:48:09.020Z,,https://www.kaggle.com/code/alissaking/arc-2026-hybrid-nvarc-trm-safe-11h
dateRun,prvsiyan/arc-agi-2-public-frontier-perfpatch-evidence-lab,ARC-AGI-2 Public Frontier Perfpatch Evidence Lab,prvsiyan,2026-08-02T06:39:10.553Z,11,https://www.kaggle.com/code/prvsiyan/arc-agi-2-public-frontier-perfpatch-evidence-lab
dateRun,prvsiyan/arc-agi-2-evidence-gated-portfolio,ARC-AGI-2 Evidence-Gated Portfolio,prvsiyan,2026-08-02T05:13:45.710Z,1,https://www.kaggle.com/code/prvsiyan/arc-agi-2-evidence-gated-portfolio
dateRun,justinkimlim/arc-agi-2-compressarc-fleet,ARC-AGI-2 CompressARC (fleet),Justin Kimlim,2026-08-02T00:11:12.677Z,,https://www.kaggle.com/code/justinkimlim/arc-agi-2-compressarc-fleet
dateRun,justinkimlim/arc-agi-2-ttt-fleet,ARC-AGI-2 TTT (fleet),Justin Kimlim,2026-08-02T00:11:06.597Z,,https://www.kaggle.com/code/justinkimlim/arc-agi-2-ttt-fleet
dateRun,sankalpsthakur/arc-agi2-nvarc-perfpatch-baseline-v1,arc-agi2-nvarc-perfpatch-baseline-v1,Sankalp Thakur,2026-08-01T19:46:16.247Z,4,https://www.kaggle.com/code/sankalpsthakur/arc-agi2-nvarc-perfpatch-baseline-v1
dateRun,sorenravn/arc2-champion-e48v2-deadline-aware,ARC2 champion E48v2 deadline-aware,Søren Ravn Andersen,2026-08-01T13:45:24.430Z,,https://www.kaggle.com/code/sorenravn/arc2-champion-e48v2-deadline-aware
