Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
1,15486939,nvbanana,"2026-05-05 00:48:14",41.53,18,"cpmpml,darraghdog"
2,15531975,"Sanjay Dutt","2026-04-17 04:08:32",33.47,17,sanjaygoyal1982
3,15500458,Renoir,"2026-05-06 06:36:13",33.06,34,itahiro
4,15526034,keithtyser,"2026-05-06 00:00:53",33.06,15,keithtyser
5,15497207,"Tony Li","2026-04-20 06:21:53",32.64,9,tonylica
6,15494362,SVG,"2026-04-16 06:23:57",32.64,19,sandeepgoyal1980
7,15520034,"Kamado Tanjiro","2026-04-17 05:42:55",32.64,19,parthg0106
8,15492775,"Mathurin Ache","2026-05-06 06:13:54",32.64,29,mathurinache
9,15520038,"[a-z A-Z] [1-9]","2026-04-16 06:23:30",32.64,18,sumanb1985
10,15531109,zigo,"2026-04-19 20:44:29",32.64,16,zigohr
11,15652647,"PEI HAOYU 0805","2026-04-22 03:04:35",32.64,3,peihaoyu0805
12,15510100,Tshithihi,"2026-05-04 17:45:26",32.64,8,nawfeelrahman1124444
13,15487968,"Jack Cole","2026-05-06 00:31:17",32.36,43,jcole75
14,15517102,IC2,"2026-05-03 06:25:55",32.22,20,jonathanchan
15,15500980,today,"2026-05-06 05:59:36",32.22,39,today55
16,15493126,theredbluepill,"2026-05-03 11:43:09",32.22,25,poonszesen
17,15494530,Snow,"2026-05-06 05:56:58",32.22,7,tasniemnasser
18,15617026,"VAP RF5","2026-05-06 13:05:58",31.94,16,vaprf5
19,15557805,NNMax,"2026-04-17 06:40:04",31.81,4,ashok205
20,15552544,"Komil Parmar","2026-04-13 07:55:37",31.81,3,komilparmar
21,15489994,songling,"2026-04-24 03:14:37",31.81,15,"lvbingrong,miguelhu,oralia"
22,15490244,dlwzq,"2026-04-21 15:37:00",31.81,2,wuzhiqiang01
23,15494442,"Ifeoluwa Adewumi","2026-04-15 11:19:04",31.81,1,ifeadewumi
24,15495199,Aiska,"2026-04-24 03:09:15",31.81,9,sapr3s
25,15633925,Disgon,"2026-05-06 05:16:30",31.81,20,vbardiovsky
26,15647123,Penguin,"2026-05-06 09:19:33",31.81,19,penguin069
27,15499141,"kwon yong deuk","2026-05-06 06:35:57",31.81,40,kwonyongdeuk
28,15487592,CCT,"2026-05-06 02:33:24",31.81,26,chuhanwu86
29,15488123,"Breno & Sebastian","2026-05-05 12:29:09",31.81,34,"brenorb,sebastianmateus"
30,15595459,Ernie,"2026-05-06 05:19:42",31.81,26,ernie55ernie
31,15516639,双人成行,"2026-05-05 08:38:21",31.81,8,"alisenkorea,echochen0518"
32,15787984,singasongcw,"2026-05-05 10:56:40",31.81,3,chaewon24
33,15649571,sap123,"2026-05-06 00:51:34",31.81,12,shashwatparikh
34,15510859,Mattpelor,"2026-04-27 12:37:29",31.67,28,mattpelor
35,15520042,"Redfield Rentals","2026-04-17 05:43:29",31.53,19,niyatisingla
36,15522728,"Junhua Yang","2026-05-06 12:21:15",31.53,37,junhuay
37,15486893,"THUNDER THUNDER","2026-04-08 10:52:57",31.39,2,thunderthunder
38,15527643,"Roasted Duck","2026-04-14 18:33:21",31.39,5,trongmp04
39,15491104,chinnum97,"2026-04-12 06:55:08",31.39,4,madarshbb
40,15563011,kcy4,"2026-04-12 22:34:11",31.39,3,cy4ego
41,15590761,"Seok, Jeongeum","2026-05-06 12:02:12",31.39,23,seokjeongeum
42,15500647,"Yasser Othman","2026-04-22 09:40:54",31.39,14,yasserothman
43,15520031,"Dhanashree Chavan","2026-04-17 04:09:06",31.39,19,dhanashreechavan2000
44,15578667,hongan,"2026-04-12 16:10:12",31.39,5,honganzhu
45,15736695,"Muhammad Atif","2026-04-26 04:59:13",31.39,10,"atifkhan12,hweowe"
46,15499730,"Nikita Makarov","2026-04-26 18:50:16",31.39,2,nikimakarov
47,15498576,TuMinhDang,"2026-04-22 03:45:19",31.39,3,darkswordmg
48,15495048,"Surya milenial","2026-04-27 14:44:57",31.39,30,suryamilenial
49,15626336,Hossein,"2026-05-06 12:09:54",31.39,19,tomi85
50,15633621,"Guanshuo Xu","2026-04-22 02:41:56",31.39,1,wowfattie
51,15491167,Kh0a,"2026-04-22 04:30:55",31.39,2,llkh0a
