Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
1,15486939,nvbanana,"2026-05-16 14:36:29",42.64,28,"cpmpml,darraghdog"
2,15531975,"Sanjay Dutt","2026-04-17 04:08:32",33.47,17,sanjaygoyal1982
3,15618366,"Hiểu Vy","2026-05-15 17:49:42",33.47,12,thangnm1
4,15500458,Renoir,"2026-05-16 00:55:28",33.06,44,itahiro
5,15526034,keithtyser,"2026-05-12 02:00:47",33.06,20,keithtyser
6,15497207,"Tony Li","2026-04-20 06:21:53",32.64,9,tonylica
7,15494362,SVG,"2026-04-16 06:23:57",32.64,19,sandeepgoyal1980
8,15520034,"Kamado Tanjiro","2026-04-17 05:42:55",32.64,19,parthg0106
9,15492775,"Mathurin Ache","2026-05-13 06:14:55",32.64,35,mathurinache
10,15520038,"[a-z A-Z] [1-9]","2026-04-16 06:23:30",32.64,18,sumanb1985
11,15531109,zigo,"2026-04-19 20:44:29",32.64,16,zigohr
12,15652647,"PEI HAOYU 0805","2026-04-22 03:04:35",32.64,3,peihaoyu0805
13,15510100,Tshithihi,"2026-05-04 17:45:26",32.64,8,nawfeelrahman1124444
14,15487968,"Jack Cole","2026-05-16 00:00:23",32.36,53,jcole75
15,15494357,"Van-Phuc Huynh","2026-05-15 01:28:34",32.36,44,hvanphucs112
16,15517102,IC2,"2026-05-14 01:54:49",32.22,28,jonathanchan
17,15500980,today,"2026-05-15 12:28:21",32.22,48,today55
18,15493126,theredbluepill,"2026-05-15 16:34:29",32.22,32,poonszesen
19,15494530,Snow,"2026-05-15 23:04:59",32.22,14,tasniemnasser
20,15660738,"Ahmet Pamuk","2026-05-14 18:53:27",32.22,2,ahmeterdempamuk
21,15617026,"VAP RF5","2026-05-15 13:26:09",31.94,22,vaprf5
22,15557805,NNMax,"2026-04-17 06:40:04",31.81,4,ashok205
23,15552544,"Komil Parmar","2026-04-13 07:55:37",31.81,3,komilparmar
24,15489994,songling,"2026-04-24 03:14:37",31.81,15,"lvbingrong,miguelhu,oralia"
25,15490244,dlwzq,"2026-04-21 15:37:00",31.81,2,wuzhiqiang01
26,15494442,"Ifeoluwa Adewumi","2026-04-15 11:19:04",31.81,1,ifeadewumi
27,15495199,Aiska,"2026-04-24 03:09:15",31.81,9,sapr3s
28,15633925,Disgon,"2026-05-16 04:18:03",31.81,30,vbardiovsky
29,15647123,Penguin,"2026-05-16 03:53:49",31.81,29,penguin069
30,15499141,"kwon yong deuk","2026-05-11 00:03:30",31.81,45,kwonyongdeuk
31,15487592,CCT,"2026-05-15 05:28:02",31.81,34,chuhanwu86
32,15488123,"Breno & Sebastian","2026-05-07 13:49:04",31.81,36,"brenorb,sebastianmateus"
33,15595459,Ernie,"2026-05-16 00:44:27",31.81,36,ernie55ernie
34,15516639,双人成行,"2026-05-15 06:44:47",31.81,16,"alisenkorea,echochen0518"
35,15787984,singasongcw,"2026-05-05 10:56:40",31.81,3,chaewon24
36,15649571,sap123,"2026-05-10 19:16:08",31.81,14,shashwatparikh
37,15626336,Hossein,"2026-05-11 18:05:30",31.81,23,tomi85
38,15629362,"Kumar Abhijeet","2026-05-13 04:07:54",31.81,5,krabhijeet
39,15658284,"Nazura Wirayuda Tama","2026-05-15 23:15:33",31.81,19,nazurawirayudatama
40,15786888,"Kun Zhang","2026-05-15 02:31:45",31.81,14,beicicc
41,15510859,Mattpelor,"2026-05-16 05:06:41",31.67,29,mattpelor
42,15520042,"Redfield Rentals","2026-04-17 05:43:29",31.53,19,niyatisingla
43,15522728,"Junhua Yang","2026-05-16 08:32:01",31.53,47,junhuay
44,15944042,MLRush,"2026-05-14 02:02:51",31.53,1,mlrush
45,15486893,"THUNDER THUNDER","2026-04-08 10:52:57",31.39,2,thunderthunder
46,15527643,"Roasted Duck","2026-04-14 18:33:21",31.39,5,trongmp04
47,15491104,chinnum97,"2026-05-16 06:39:40",31.39,7,madarshbb
48,15563011,kcy4,"2026-04-12 22:34:11",31.39,3,cy4ego
49,15590761,"Seok, Jeongeum","2026-05-15 15:08:26",31.39,30,seokjeongeum
50,15500647,"Yasser Othman","2026-05-15 11:56:42",31.39,21,yasserothman
51,15520031,"Dhanashree Chavan","2026-04-17 04:09:06",31.39,19,dhanashreechavan2000
52,15578667,hongan,"2026-04-12 16:10:12",31.39,5,honganzhu
53,15736695,"Muhammad Atif","2026-04-26 04:59:13",31.39,10,"atifkhan12,hweowe"
54,15499730,"Nikita Makarov","2026-04-26 18:50:16",31.39,2,nikimakarov
55,15498576,TuMinhDang,"2026-05-11 08:10:51",31.39,4,darkswordmg
