Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
1,15486939,nvbanana,"2026-05-30 06:26:15",48.75,41,"cpmpml,darraghdog"
2,15618366,"Hiểu Vy","2026-05-30 11:03:20",34.44,27,thangnm1
3,15531975,"Sanjay Dutt","2026-04-17 04:08:32",33.47,17,sanjaygoyal1982
4,15494357,"Van-Phuc Huynh","2026-05-29 02:27:12",33.47,58,hvanphucs112
5,15644304,"Joel Vetterlin","2026-05-30 02:23:30",33.19,18,joelvetterlin2
6,15658284,"Nazura Wirayuda Tama","2026-05-30 11:31:12",33.19,30,nazurawirayudatama
7,15500458,Renoir,"2026-05-30 02:50:43",33.06,58,itahiro
8,15526034,keithtyser,"2026-05-17 21:38:15",33.06,22,keithtyser
9,15522728,"Junhua Yang","2026-05-30 01:10:05",33.06,61,junhuay
10,15497207,"Tony Li","2026-05-30 14:13:12",32.64,11,tonylica
11,15494362,SVG,"2026-04-16 06:23:57",32.64,19,sandeepgoyal1980
12,15520034,"Kamado Tanjiro","2026-04-17 05:42:55",32.64,19,parthg0106
13,15492775,"Mathurin Ache","2026-05-30 07:15:29",32.64,46,mathurinache
14,15520038,"[a-z A-Z] [1-9]","2026-04-16 06:23:30",32.64,18,sumanb1985
15,15531109,zigo,"2026-05-25 14:38:35",32.64,18,zigohr
16,15652647,"PEI HAOYU 0805","2026-04-22 03:04:35",32.64,3,peihaoyu0805
17,15510100,Tshithihi,"2026-05-04 17:45:26",32.64,8,nawfeelrahman1124444
18,15487968,"Jack Cole","2026-05-30 14:29:09",32.36,67,jcole75
19,15543568,"Chew Kok Wah","2026-05-29 19:30:54",32.36,46,chewkokwahibrainai
20,15517102,IC2,"2026-05-14 01:54:49",32.22,28,jonathanchan
21,15500980,today,"2026-05-30 10:26:25",32.22,63,today55
22,15493126,theredbluepill,"2026-05-25 06:27:11",32.22,34,poonszesen
23,15494530,Snow,"2026-05-22 20:08:43",32.22,19,tasniemnasser
24,15660738,"Ahmet Pamuk","2026-05-14 18:53:27",32.22,2,ahmeterdempamuk
25,15786888,"Kun Zhang","2026-05-30 00:38:55",32.22,29,beicicc
26,15595459,Ernie,"2026-05-28 08:07:19",32.22,47,ernie55ernie
27,15617026,"VAP RF5","2026-05-16 12:20:26",31.94,23,vaprf5
28,15557805,NNMax,"2026-04-17 06:40:04",31.81,4,ashok205
29,15552544,"Komil Parmar","2026-04-13 07:55:37",31.81,3,komilparmar
30,15489994,songling,"2026-04-24 03:14:37",31.81,15,"lvbingrong,miguelhu,oralia"
31,15490244,dlwzq,"2026-04-21 15:37:00",31.81,2,wuzhiqiang01
32,15494442,"Ifeoluwa Adewumi","2026-04-15 11:19:04",31.81,1,ifeadewumi
33,15495199,Aiska,"2026-04-24 03:09:15",31.81,9,sapr3s
