Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
1,15486939,nvbanana,"2026-05-28 06:14:08",45.42,39,"cpmpml,darraghdog"
2,15618366,"Hiểu Vy","2026-05-28 16:42:21",34.44,25,thangnm1
3,15531975,"Sanjay Dutt","2026-04-17 04:08:32",33.47,17,sanjaygoyal1982
4,15494357,"Van-Phuc Huynh","2026-05-29 02:27:12",33.47,58,hvanphucs112
5,15644304,"Joel Vetterlin","2026-05-29 10:21:17",33.19,17,joelvetterlin2
6,15500458,Renoir,"2026-05-29 11:48:50",33.06,57,itahiro
7,15526034,keithtyser,"2026-05-17 21:38:15",33.06,22,keithtyser
8,15522728,"Junhua Yang","2026-05-29 00:16:51",33.06,60,junhuay
9,15497207,"Tony Li","2026-05-25 22:41:47",32.64,10,tonylica
10,15494362,SVG,"2026-04-16 06:23:57",32.64,19,sandeepgoyal1980
11,15520034,"Kamado Tanjiro","2026-04-17 05:42:55",32.64,19,parthg0106
12,15492775,"Mathurin Ache","2026-05-29 05:55:32",32.64,45,mathurinache
13,15520038,"[a-z A-Z] [1-9]","2026-04-16 06:23:30",32.64,18,sumanb1985
14,15531109,zigo,"2026-05-25 14:38:35",32.64,18,zigohr
15,15652647,"PEI HAOYU 0805","2026-04-22 03:04:35",32.64,3,peihaoyu0805
16,15510100,Tshithihi,"2026-05-04 17:45:26",32.64,8,nawfeelrahman1124444
17,15487968,"Jack Cole","2026-05-29 02:14:57",32.36,66,jcole75
18,15543568,"Chew Kok Wah","2026-05-28 23:57:54",32.36,45,chewkokwahibrainai
19,15517102,IC2,"2026-05-14 01:54:49",32.22,28,jonathanchan
20,15500980,today,"2026-05-29 06:38:27",32.22,62,today55
21,15493126,theredbluepill,"2026-05-25 06:27:11",32.22,34,poonszesen
22,15494530,Snow,"2026-05-22 20:08:43",32.22,19,tasniemnasser
23,15660738,"Ahmet Pamuk","2026-05-14 18:53:27",32.22,2,ahmeterdempamuk
24,15786888,"Kun Zhang","2026-05-29 00:28:56",32.22,28,beicicc
25,15595459,Ernie,"2026-05-28 08:07:19",32.22,47,ernie55ernie
26,15617026,"VAP RF5","2026-05-16 12:20:26",31.94,23,vaprf5
27,15557805,NNMax,"2026-04-17 06:40:04",31.81,4,ashok205
28,15552544,"Komil Parmar","2026-04-13 07:55:37",31.81,3,komilparmar
29,15489994,songling,"2026-04-24 03:14:37",31.81,15,"lvbingrong,miguelhu,oralia"
30,15490244,dlwzq,"2026-04-21 15:37:00",31.81,2,wuzhiqiang01
31,15494442,"Ifeoluwa Adewumi","2026-04-15 11:19:04",31.81,1,ifeadewumi
32,15495199,Aiska,"2026-04-24 03:09:15",31.81,9,sapr3s
33,15633925,Disgon,"2026-05-28 04:55:49",31.81,42,vbardiovsky
34,15647123,Penguin,"2026-05-29 05:10:32",31.81,41,penguin069
35,15499141,"kwon yong deuk","2026-05-29 00:28:18",31.81,57,kwonyongdeuk
36,15487592,CCT,"2026-05-29 01:13:38",31.81,47,chuhanwu86
37,15488123,"Breno & Sebastian","2026-05-20 11:16:41",31.81,38,"brenorb,sebastianmateus"
38,15516639,双人成行,"2026-05-27 14:56:18",31.81,26,"alisenkorea,echochen0518"
