Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
1,15486939,nvbanana,"2026-05-22 18:57:26",42.64,33,"cpmpml,darraghdog"
2,15531975,"Sanjay Dutt","2026-04-17 04:08:32",33.47,17,sanjaygoyal1982
3,15618366,"Hiểu Vy","2026-05-23 03:32:27",33.47,20,thangnm1
4,15494357,"Van-Phuc Huynh","2026-05-23 15:36:37",33.47,52,hvanphucs112
5,15500458,Renoir,"2026-05-23 08:53:54",33.06,51,itahiro
6,15526034,keithtyser,"2026-05-17 21:38:15",33.06,22,keithtyser
7,15497207,"Tony Li","2026-04-20 06:21:53",32.64,9,tonylica
8,15494362,SVG,"2026-04-16 06:23:57",32.64,19,sandeepgoyal1980
9,15520034,"Kamado Tanjiro","2026-04-17 05:42:55",32.64,19,parthg0106
10,15492775,"Mathurin Ache","2026-05-22 05:54:24",32.64,41,mathurinache
11,15520038,"[a-z A-Z] [1-9]","2026-04-16 06:23:30",32.64,18,sumanb1985
12,15531109,zigo,"2026-05-23 14:36:54",32.64,17,zigohr
13,15652647,"PEI HAOYU 0805","2026-04-22 03:04:35",32.64,3,peihaoyu0805
14,15510100,Tshithihi,"2026-05-04 17:45:26",32.64,8,nawfeelrahman1124444
15,15522728,"Junhua Yang","2026-05-23 02:00:21",32.64,54,junhuay
16,15487968,"Jack Cole","2026-05-23 02:08:36",32.36,60,jcole75
17,15517102,IC2,"2026-05-14 01:54:49",32.22,28,jonathanchan
18,15500980,today,"2026-05-23 07:06:24",32.22,56,today55
19,15493126,theredbluepill,"2026-05-17 17:58:47",32.22,33,poonszesen
20,15494530,Snow,"2026-05-22 20:08:43",32.22,19,tasniemnasser
21,15660738,"Ahmet Pamuk","2026-05-14 18:53:27",32.22,2,ahmeterdempamuk
22,15786888,"Kun Zhang","2026-05-23 04:17:21",32.22,22,beicicc
23,15617026,"VAP RF5","2026-05-16 12:20:26",31.94,23,vaprf5
24,15557805,NNMax,"2026-04-17 06:40:04",31.81,4,ashok205
25,15552544,"Komil Parmar","2026-04-13 07:55:37",31.81,3,komilparmar
26,15489994,songling,"2026-04-24 03:14:37",31.81,15,"lvbingrong,miguelhu,oralia"
27,15490244,dlwzq,"2026-04-21 15:37:00",31.81,2,wuzhiqiang01
28,15494442,"Ifeoluwa Adewumi","2026-04-15 11:19:04",31.81,1,ifeadewumi
29,15495199,Aiska,"2026-04-24 03:09:15",31.81,9,sapr3s
30,15633925,Disgon,"2026-05-23 04:09:51",31.81,37,vbardiovsky
31,15647123,Penguin,"2026-05-23 06:46:39",31.81,36,penguin069
32,15499141,"kwon yong deuk","2026-05-22 00:49:28",31.81,51,kwonyongdeuk
33,15487592,CCT,"2026-05-23 00:15:03",31.81,41,chuhanwu86
34,15488123,"Breno & Sebastian","2026-05-20 11:16:41",31.81,38,"brenorb,sebastianmateus"
35,15595459,Ernie,"2026-05-23 04:58:06",31.81,43,ernie55ernie
36,15516639,双人成行,"2026-05-23 14:25:11",31.81,22,"alisenkorea,echochen0518"
37,15787984,singasongcw,"2026-05-05 10:56:40",31.81,3,chaewon24
38,15649571,sap123,"2026-05-10 19:16:08",31.81,14,shashwatparikh
39,15626336,Hossein,"2026-05-11 18:05:30",31.81,23,tomi85
40,15629362,"Kumar Abhijeet","2026-05-13 04:07:54",31.81,5,krabhijeet
