Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
1,15486939,nvbanana,"2026-05-17 05:19:27",42.64,29,"cpmpml,darraghdog"
2,15531975,"Sanjay Dutt","2026-04-17 04:08:32",33.47,17,sanjaygoyal1982
3,15618366,"Hiểu Vy","2026-05-17 17:01:38",33.47,14,thangnm1
4,15500458,Renoir,"2026-05-17 00:13:45",33.06,45,itahiro
5,15526034,keithtyser,"2026-05-16 19:59:34",33.06,21,keithtyser
6,15497207,"Tony Li","2026-04-20 06:21:53",32.64,9,tonylica
7,15494362,SVG,"2026-04-16 06:23:57",32.64,19,sandeepgoyal1980
8,15520034,"Kamado Tanjiro","2026-04-17 05:42:55",32.64,19,parthg0106
9,15492775,"Mathurin Ache","2026-05-13 06:14:55",32.64,35,mathurinache
10,15520038,"[a-z A-Z] [1-9]","2026-04-16 06:23:30",32.64,18,sumanb1985
11,15531109,zigo,"2026-04-19 20:44:29",32.64,16,zigohr
12,15652647,"PEI HAOYU 0805","2026-04-22 03:04:35",32.64,3,peihaoyu0805
13,15510100,Tshithihi,"2026-05-04 17:45:26",32.64,8,nawfeelrahman1124444
14,15487968,"Jack Cole","2026-05-17 00:21:37",32.36,54,jcole75
15,15494357,"Van-Phuc Huynh","2026-05-17 00:02:30",32.36,46,hvanphucs112
16,15517102,IC2,"2026-05-14 01:54:49",32.22,28,jonathanchan
17,15500980,today,"2026-05-17 07:39:21",32.22,50,today55
18,15493126,theredbluepill,"2026-05-17 17:58:47",32.22,33,poonszesen
19,15494530,Snow,"2026-05-16 18:12:52",32.22,15,tasniemnasser
20,15660738,"Ahmet Pamuk","2026-05-14 18:53:27",32.22,2,ahmeterdempamuk
21,15786888,"Kun Zhang","2026-05-17 00:34:07",32.22,16,beicicc
22,15617026,"VAP RF5","2026-05-16 12:20:26",31.94,23,vaprf5
23,15557805,NNMax,"2026-04-17 06:40:04",31.81,4,ashok205
24,15552544,"Komil Parmar","2026-04-13 07:55:37",31.81,3,komilparmar
25,15489994,songling,"2026-04-24 03:14:37",31.81,15,"lvbingrong,miguelhu,oralia"
26,15490244,dlwzq,"2026-04-21 15:37:00",31.81,2,wuzhiqiang01
27,15494442,"Ifeoluwa Adewumi","2026-04-15 11:19:04",31.81,1,ifeadewumi
28,15495199,Aiska,"2026-04-24 03:09:15",31.81,9,sapr3s
29,15633925,Disgon,"2026-05-17 01:06:19",31.81,31,vbardiovsky
30,15647123,Penguin,"2026-05-17 04:22:51",31.81,30,penguin069
31,15499141,"kwon yong deuk","2026-05-17 08:24:58",31.81,46,kwonyongdeuk
32,15487592,CCT,"2026-05-17 04:50:49",31.81,35,chuhanwu86
33,15488123,"Breno & Sebastian","2026-05-07 13:49:04",31.81,36,"brenorb,sebastianmateus"
34,15595459,Ernie,"2026-05-17 01:41:36",31.81,37,ernie55ernie
35,15516639,双人成行,"2026-05-16 14:22:02",31.81,17,"alisenkorea,echochen0518"
36,15787984,singasongcw,"2026-05-05 10:56:40",31.81,3,chaewon24
37,15649571,sap123,"2026-05-10 19:16:08",31.81,14,shashwatparikh
38,15626336,Hossein,"2026-05-11 18:05:30",31.81,23,tomi85
39,15629362,"Kumar Abhijeet","2026-05-13 04:07:54",31.81,5,krabhijeet
40,15658284,"Nazura Wirayuda Tama","2026-05-16 15:48:37",31.81,20,nazurawirayudatama
41,15510859,Mattpelor,"2026-05-16 05:06:41",31.67,29,mattpelor
42,15520042,"Redfield Rentals","2026-04-17 05:43:29",31.53,19,niyatisingla
43,15522728,"Junhua Yang","2026-05-18 00:13:58",31.53,49,junhuay
44,15944042,MLRush,"2026-05-14 02:02:51",31.53,1,mlrush
45,15486893,"THUNDER THUNDER","2026-04-08 10:52:57",31.39,2,thunderthunder
46,15527643,"Roasted Duck","2026-04-14 18:33:21",31.39,5,trongmp04
47,15491104,chinnum97,"2026-05-16 06:39:40",31.39,7,madarshbb
48,15563011,kcy4,"2026-04-12 22:34:11",31.39,3,cy4ego
49,15590761,"Seok, Jeongeum","2026-05-15 15:08:26",31.39,30,seokjeongeum
50,15500647,"Yasser Othman","2026-05-17 10:12:27",31.39,23,yasserothman
51,15520031,"Dhanashree Chavan","2026-04-17 04:09:06",31.39,19,dhanashreechavan2000
52,15578667,hongan,"2026-04-12 16:10:12",31.39,5,honganzhu
53,15736695,"Muhammad Atif","2026-04-26 04:59:13",31.39,10,"atifkhan12,hweowe"
54,15499730,"Nikita Makarov","2026-04-26 18:50:16",31.39,2,nikimakarov
55,15498576,TuMinhDang,"2026-05-11 08:10:51",31.39,4,darkswordmg
56,15495048,"Surya milenial","2026-05-16 04:53:04",31.39,33,suryamilenial
57,15633621,"Guanshuo Xu","2026-04-22 02:41:56",31.39,1,wowfattie
58,15491167,Kh0a,"2026-04-22 04:30:55",31.39,2,llkh0a
59,15486751,"Recovering ARC-aholic","2026-05-16 17:28:46",31.39,35,nihilisticneuralnet
60,15623254,"Mudit Chaturvedi","2026-05-08 16:58:03",31.39,14,muchat007
61,15499408,JRSSKumarD,"2026-04-29 01:10:51",31.39,2,jrsskumard
62,15495280,Yusuraume,"2026-05-17 02:44:25",31.39,38,sugitatomohiko
63,15511497,Dr_F,"2026-05-15 23:24:51",31.39,13,algebraictopology
64,15496197,"Bradley Shervheim","2026-05-15 23:58:23",31.39,44,bradleyshervheim
65,15582920,colt,"2026-05-04 10:56:39",31.39,3,xiaomaguo
66,15584484,"Aman Atar","2026-05-17 17:23:19",31.39,20,amanatar
67,15537955,"HARRABI Raouf","2026-05-16 17:16:18",31.39,27,harrabiraouf
68,15903566,"Nischay Dhankhar","2026-05-13 07:52:50",31.39,2,nischaydnk
69,15571791,"omar zoloev","2026-05-17 16:20:57",31.39,31,tsebaka
70,15914329,"Paulo Pinto","2026-05-16 15:56:10",31.39,5,paulorzp
71,15592005,Blu3s,"2026-04-28 22:43:35",31.25,15,atteincueo
72,15520047,"Winner Winner, BBQ Dinner","2026-04-17 05:43:12",31.11,19,manavsingla2005
73,15523524,"Muhammad Junaid","2026-04-15 14:51:38",31.11,3,junaid512
74,15508009,CuteClaw,"2026-05-16 12:09:46",31.11,27,bloodmoonwq
75,15640821,"Ayman Hamed","2026-05-05 09:09:43",31.11,15,ayman3000
76,15724474,LogicLab,"2026-05-08 01:12:05",31.11,10,logiclab
77,15494594,kglctf,"2026-05-10 23:57:14",30.97,31,kglctf
78,15491319,"Jeki Wan Taufik","2026-05-10 06:36:38",30.97,9,jek1wantaufik
79,15500245,"Aleksandr Lutskiy","2026-05-11 17:30:44",30.97,14,aleksandrlutskiy
80,15488778,"Kenleung Leung","2026-05-17 17:02:41",30.97,31,kenleungleung
81,15575329,"Yiheng Wang","2026-04-15 09:47:59",30.97,5,yiheng
82,15491864,"Aleksandr  Larko","2026-04-15 00:00:16",30.97,13,alexxanderlarko
83,15486932,"Mirza Milan Farabi","2026-04-25 18:23:13",30.97,14,mirzamilanfarabi
84,15491001,G-P-U,"2026-04-28 15:53:49",30.97,21,baidalinadilzhan
85,15576578,cm391,"2026-04-12 08:08:15",30.97,4,mccocoful
86,15533507,ARE-ARC,"2026-04-22 16:41:25",30.97,11,rockdevs
87,15524601,"Rushank Choksi","2026-04-14 10:17:04",30.97,4,rushankchoksi
88,15523577,"Koushik Rudra","2026-05-10 13:01:45",30.97,11,koushikrudra
89,15546991,"Maxime Carriere","2026-04-23 07:49:33",30.97,15,maximecarriere
90,15608920,wqlun06,"2026-05-14 07:09:33",30.97,9,wqlun06
91,15550542,"Nabid Nur","2026-04-23 18:59:35",30.97,9,nabidnur
92,15513679,"Pragnyan Ramtha","2026-04-19 07:34:46",30.97,7,pragnyanramtha
93,15520490,"Yaroslav kholmirzayev","2026-04-14 21:17:34",30.97,4,yaroslavkholmirzayev
