Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
1,15486939,nvbanana,"2026-05-08 09:21:20",42.22,20,"cpmpml,darraghdog"
2,15531975,"Sanjay Dutt","2026-04-17 04:08:32",33.47,17,sanjaygoyal1982
3,15500458,Renoir,"2026-05-08 01:31:17",33.06,36,itahiro
4,15526034,keithtyser,"2026-05-07 01:18:21",33.06,16,keithtyser
5,15497207,"Tony Li","2026-04-20 06:21:53",32.64,9,tonylica
6,15494362,SVG,"2026-04-16 06:23:57",32.64,19,sandeepgoyal1980
7,15520034,"Kamado Tanjiro","2026-04-17 05:42:55",32.64,19,parthg0106
8,15492775,"Mathurin Ache","2026-05-08 07:51:49",32.64,31,mathurinache
9,15520038,"[a-z A-Z] [1-9]","2026-04-16 06:23:30",32.64,18,sumanb1985
10,15531109,zigo,"2026-04-19 20:44:29",32.64,16,zigohr
11,15652647,"PEI HAOYU 0805","2026-04-22 03:04:35",32.64,3,peihaoyu0805
12,15510100,Tshithihi,"2026-05-04 17:45:26",32.64,8,nawfeelrahman1124444
13,15487968,"Jack Cole","2026-05-08 01:03:41",32.36,45,jcole75
14,15517102,IC2,"2026-05-08 00:06:56",32.22,22,jonathanchan
15,15500980,today,"2026-05-08 13:43:03",32.22,41,today55
16,15493126,theredbluepill,"2026-05-08 11:30:08",32.22,27,poonszesen
17,15494530,Snow,"2026-05-08 13:40:49",32.22,9,tasniemnasser
18,15617026,"VAP RF5","2026-05-06 13:05:58",31.94,16,vaprf5
19,15557805,NNMax,"2026-04-17 06:40:04",31.81,4,ashok205
20,15552544,"Komil Parmar","2026-04-13 07:55:37",31.81,3,komilparmar
21,15489994,songling,"2026-04-24 03:14:37",31.81,15,"lvbingrong,miguelhu,oralia"
22,15490244,dlwzq,"2026-04-21 15:37:00",31.81,2,wuzhiqiang01
23,15494442,"Ifeoluwa Adewumi","2026-04-15 11:19:04",31.81,1,ifeadewumi
24,15495199,Aiska,"2026-04-24 03:09:15",31.81,9,sapr3s
25,15633925,Disgon,"2026-05-08 01:52:27",31.81,22,vbardiovsky
26,15647123,Penguin,"2026-05-08 06:18:54",31.81,21,penguin069
27,15499141,"kwon yong deuk","2026-05-08 01:25:01",31.81,42,kwonyongdeuk
28,15487592,CCT,"2026-05-08 08:25:37",31.81,28,chuhanwu86
29,15488123,"Breno & Sebastian","2026-05-07 13:49:04",31.81,36,"brenorb,sebastianmateus"
30,15595459,Ernie,"2026-05-08 03:17:19",31.81,28,ernie55ernie
31,15516639,双人成行,"2026-05-08 13:26:45",31.81,11,"alisenkorea,echochen0518"
32,15787984,singasongcw,"2026-05-05 10:56:40",31.81,3,chaewon24
