Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
1,15486939,nvbanana,"2026-05-21 18:09:20",42.64,32,"cpmpml,darraghdog"
2,15531975,"Sanjay Dutt","2026-04-17 04:08:32",33.47,17,sanjaygoyal1982
3,15618366,"Hiểu Vy","2026-05-20 16:17:06",33.47,17,thangnm1
4,15494357,"Van-Phuc Huynh","2026-05-21 01:12:59",33.47,50,hvanphucs112
5,15500458,Renoir,"2026-05-21 11:14:20",33.06,49,itahiro
6,15526034,keithtyser,"2026-05-17 21:38:15",33.06,22,keithtyser
7,15497207,"Tony Li","2026-04-20 06:21:53",32.64,9,tonylica
8,15494362,SVG,"2026-04-16 06:23:57",32.64,19,sandeepgoyal1980
9,15520034,"Kamado Tanjiro","2026-04-17 05:42:55",32.64,19,parthg0106
10,15492775,"Mathurin Ache","2026-05-21 05:38:59",32.64,40,mathurinache
11,15520038,"[a-z A-Z] [1-9]","2026-04-16 06:23:30",32.64,18,sumanb1985
12,15531109,zigo,"2026-04-19 20:44:29",32.64,16,zigohr
13,15652647,"PEI HAOYU 0805","2026-04-22 03:04:35",32.64,3,peihaoyu0805
14,15510100,Tshithihi,"2026-05-04 17:45:26",32.64,8,nawfeelrahman1124444
15,15487968,"Jack Cole","2026-05-21 00:30:51",32.36,58,jcole75
16,15517102,IC2,"2026-05-14 01:54:49",32.22,28,jonathanchan
17,15500980,today,"2026-05-21 11:52:28",32.22,54,today55
18,15493126,theredbluepill,"2026-05-17 17:58:47",32.22,33,poonszesen
19,15494530,Snow,"2026-05-20 20:09:20",32.22,18,tasniemnasser
20,15660738,"Ahmet Pamuk","2026-05-14 18:53:27",32.22,2,ahmeterdempamuk
21,15786888,"Kun Zhang","2026-05-21 02:39:00",32.22,20,beicicc
22,15617026,"VAP RF5","2026-05-16 12:20:26",31.94,23,vaprf5
23,15557805,NNMax,"2026-04-17 06:40:04",31.81,4,ashok205
24,15552544,"Komil Parmar","2026-04-13 07:55:37",31.81,3,komilparmar
