Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
1,15486939,nvbanana,"2026-06-17 00:08:54",50.56,53,"cpmpml,darraghdog"
2,15522728,"Junhua Yang","2026-06-23 19:34:47",35.14,85,junhuay
3,15618366,"Fan of Tong Hui Kang","2026-06-23 19:20:45",34.44,51,thangnm1
4,15523577,"Koushik Rudra","2026-06-23 18:45:21",33.89,31,"koushikrudra,nabidnur"
5,15531975,"Sanjay Dutt","2026-04-17 04:08:32",33.47,17,sanjaygoyal1982
6,15494357,"Van-Phuc Huynh","2026-06-23 17:27:52",33.47,83,hvanphucs112
7,15644304,"Joel Vetterlin","2026-06-23 15:27:59",33.19,21,joelvetterlin2
8,15658284,"Nazura Wirayuda Tama","2026-06-23 20:25:48",33.19,54,nazurawirayudatama
9,15500458,Renoir,"2026-06-22 00:04:59",33.06,79,itahiro
10,15526034,keithtyser,"2026-05-17 21:38:15",33.06,22,keithtyser
11,15650935,MadrARC,"2026-06-14 16:59:34",33.06,9,rahulvimalkanth
12,15486728,"Mithil A Vakde","2026-06-23 22:32:54",32.92,37,mithilavakde
13,15516636,john,"2026-06-22 22:30:23",32.78,21,jaejohn
14,16246272,phuongncn,"2026-06-22 13:19:57",32.78,16,phuongncn
15,15938245,NguyenThanhNhan,"2026-06-23 05:29:02",32.78,28,andy2709
16,15497207,"Tony Li","2026-05-30 14:13:12",32.64,11,tonylica
17,15494362,SVG,"2026-04-16 06:23:57",32.64,19,sandeepgoyal1980
18,15520034,"Kamado Tanjiro","2026-04-17 05:42:55",32.64,19,parthg0106
19,15492775,"Mathurin Ache","2026-06-22 09:06:35",32.64,60,mathurinache
20,15520038,"[a-z A-Z] [1-9]","2026-04-16 06:23:30",32.64,18,sumanb1985
21,15531109,zigo,"2026-06-23 20:34:41",32.64,25,zigohr
22,15652647,"PEI HAOYU 0805","2026-04-22 03:04:35",32.64,3,peihaoyu0805
23,15510100,Tshithihi,"2026-06-23 08:03:00",32.64,18,nawfeelrahman1124444
24,16072728,"Emre Cirak","2026-06-15 13:23:18",32.64,18,biohack44
25,16117749,Ajay_Rao_43,"2026-06-04 02:12:33",32.64,2,ajayrao43
26,15494530,Snow,"2026-06-23 17:36:35",32.64,37,tasniemnasser
27,16029705,AAElter,"2026-06-12 04:59:34",32.64,8,aaelter
28,15488123,"Breno & Sebastian","2026-06-12 14:28:12",32.64,40,"brenorb,sebastianmateus"
29,15626632,ulankaggle,"2026-06-23 13:50:50",32.64,20,ulankaggle
30,15487968,"Jack Cole","2026-06-23 01:05:34",32.36,91,jcole75
31,15543568,"Chew Kok Wah","2026-06-23 23:52:39",32.36,68,chewkokwahibrainai
32,16351805,aotiandragon,"2026-06-20 08:33:03",32.36,6,aotiandragon
33,15517102,IC2,"2026-06-10 19:13:41",32.22,29,jonathanchan
34,15500980,today,"2026-06-23 12:10:10",32.22,87,today55
35,15493126,theredbluepill,"2026-05-25 06:27:11",32.22,34,poonszesen
36,15660738,"Ahmet Pamuk","2026-05-14 18:53:27",32.22,2,ahmeterdempamuk
