Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
1,15486939,nvbanana,"2026-05-22 18:57:26",42.64,33,"cpmpml,darraghdog"
2,15531975,"Sanjay Dutt","2026-04-17 04:08:32",33.47,17,sanjaygoyal1982
3,15618366,"Hiểu Vy","2026-05-22 03:52:12",33.47,19,thangnm1
4,15494357,"Van-Phuc Huynh","2026-05-22 02:05:07",33.47,51,hvanphucs112
5,15500458,Renoir,"2026-05-22 01:45:34",33.06,50,itahiro
6,15526034,keithtyser,"2026-05-17 21:38:15",33.06,22,keithtyser
7,15497207,"Tony Li","2026-04-20 06:21:53",32.64,9,tonylica
8,15494362,SVG,"2026-04-16 06:23:57",32.64,19,sandeepgoyal1980
9,15520034,"Kamado Tanjiro","2026-04-17 05:42:55",32.64,19,parthg0106
10,15492775,"Mathurin Ache","2026-05-22 05:54:24",32.64,41,mathurinache
11,15520038,"[a-z A-Z] [1-9]","2026-04-16 06:23:30",32.64,18,sumanb1985
12,15531109,zigo,"2026-04-19 20:44:29",32.64,16,zigohr
13,15652647,"PEI HAOYU 0805","2026-04-22 03:04:35",32.64,3,peihaoyu0805
14,15510100,Tshithihi,"2026-05-04 17:45:26",32.64,8,nawfeelrahman1124444
15,15487968,"Jack Cole","2026-05-22 03:16:04",32.36,59,jcole75
16,15517102,IC2,"2026-05-14 01:54:49",32.22,28,jonathanchan
17,15500980,today,"2026-05-22 00:05:29",32.22,55,today55
18,15493126,theredbluepill,"2026-05-17 17:58:47",32.22,33,poonszesen
19,15494530,Snow,"2026-05-20 20:09:20",32.22,18,tasniemnasser
20,15660738,"Ahmet Pamuk","2026-05-14 18:53:27",32.22,2,ahmeterdempamuk
21,15786888,"Kun Zhang","2026-05-22 01:04:21",32.22,21,beicicc
22,15617026,"VAP RF5","2026-05-16 12:20:26",31.94,23,vaprf5
23,15557805,NNMax,"2026-04-17 06:40:04",31.81,4,ashok205
24,15552544,"Komil Parmar","2026-04-13 07:55:37",31.81,3,komilparmar
25,15489994,songling,"2026-04-24 03:14:37",31.81,15,"lvbingrong,miguelhu,oralia"
26,15490244,dlwzq,"2026-04-21 15:37:00",31.81,2,wuzhiqiang01
27,15494442,"Ifeoluwa Adewumi","2026-04-15 11:19:04",31.81,1,ifeadewumi
28,15495199,Aiska,"2026-04-24 03:09:15",31.81,9,sapr3s
29,15633925,Disgon,"2026-05-22 05:31:08",31.81,36,vbardiovsky
30,15647123,Penguin,"2026-05-22 03:48:24",31.81,35,penguin069
31,15499141,"kwon yong deuk","2026-05-22 00:49:28",31.81,51,kwonyongdeuk
32,15487592,CCT,"2026-05-22 01:34:37",31.81,40,chuhanwu86
33,15488123,"Breno & Sebastian","2026-05-20 11:16:41",31.81,38,"brenorb,sebastianmateus"
34,15595459,Ernie,"2026-05-22 06:02:08",31.81,42,ernie55ernie
35,15516639,双人成行,"2026-05-22 14:26:59",31.81,21,"alisenkorea,echochen0518"
36,15787984,singasongcw,"2026-05-05 10:56:40",31.81,3,chaewon24
37,15649571,sap123,"2026-05-10 19:16:08",31.81,14,shashwatparikh
38,15626336,Hossein,"2026-05-11 18:05:30",31.81,23,tomi85
39,15629362,"Kumar Abhijeet","2026-05-13 04:07:54",31.81,5,krabhijeet
40,15658284,"Nazura Wirayuda Tama","2026-05-21 04:19:54",31.81,24,nazurawirayudatama
